onset	duration	value	trial_type	response_correct	gaze_ok	include
26.12875	5	1	Overt Right	1	1	1
49.085	5	1	Overt Left	1	1	1
69.805	5	1	Overt Left	1	1	1
89.9925	5	1	Overt Left	1	1	1
109.84625	5	1	Overt Left	1	1	1
130.35	5	1	Overt Left	1	1	1
150.43625	5	1	Overt Left	1	1	1
170.84	5	1	Overt Right	1	1	1
190.07625	5	1	Overt Left	1	1	1
209.71125	5	1	Overt Right	1	1	1
229.9325	5	1	Overt Right	1	1	1
250.42	5	1	Overt Left	1	1	1
269.5375	5	1	Overt Left	1	1	1
289.1925	5	1	Overt Left	1	1	1
308.16125	5	1	Overt Left	1	1	1
327.21375	5	1	Overt Left	1	1	1
347.43375	5	1	Overt Left	1	1	1
369.7725	5	1	Overt Right	1	1	1
389.64625	5	1	Overt Right	1	1	1
409.30625	5	1	Overt Right	1	1	1
428.4175	5	1	Overt Left	1	1	1
447.2575	5	1	Overt Right	1	0	0
467.1031509	5	1	Overt Right	0	1	0
487.5743138	5	1	Overt Right	1	1	1
509.0453731	5	1	Overt Right	1	1	1
528.16375	5	1	Overt Left	1	1	1
546.84875	5	1	Overt Right	1	1	1
566.535	5	1	Overt Right	1	1	1
588.79	5	1	Overt Right	1	1	1
608.56125	5	1	Overt Left	1	1	1
