onset	duration	value	trial_type	response_correct	gaze_ok	include
26.28125	5	1	overtorient Right	1	1	1
61.4165355999999	5	1	overtorient Right	1	1	1
96.2846006	5	1	overtorient Right	1	1	1
131.1699704	5	1	overtorient Left	1	1	1
167.5563523	5	1	overtorient Right	1	1	1
204.0762984	5	1	overtorient Left	1	1	1
238.8277745	5	1	overtorient Left	1	1	1
273.7458305	5	1	overtorient Right	1	1	1
308.6980937	5	1	overtorient Left	1	1	1
344.4834453	5	1	overtorient Right	1	1	1
379.7022981	5	1	overtorient Right	1	1	1
414.787662	5	1	overtorient Left	1	1	1
449.45553	5	1	overtorient Right	1	1	1
486.0590959	5	1	overtorient Right	0	1	0
522.6124631	5	1	overtorient Right	1	1	1
559.2160275	5	1	overtorient Right	1	1	1
595.3019745	5	1	overtorient Right	1	1	1
631.8383125	5	1	overtorient Right	1	1	1
665.7227134	5	1	overtorient Right	1	1	1
701.4746814	5	1	overtorient Left	1	1	1
