onset	duration	value	trial_type	response_correct	gaze_ok	include
16.19875	5	1	overtorient Left	1	1	1
54.3875	5	1	overtorient Right	1	1	1
90.4575	5	1	overtorient Left	1	1	1
125.9925	5	1	overtorient Right	1	1	1
161.6275	5	1	overtorient Right	0	1	0
197.63	5	1	overtorient Right	1	1	1
236.37	5	1	overtorient Left	1	0	0
274.10625	5	1	overtorient Left	1	1	1
310.79375	5	1	overtorient Left	1	1	1
349.715	5	1	overtorient Right	1	1	1
386.81875	5	1	overtorient Right	1	1	1
426.40875	5	1	overtorient Right	1	1	1
463.79625	5	1	overtorient Right	1	1	1
500.55	5	1	overtorient Left	1	1	1
537.00375	5	1	overtorient Left	1	1	1
573.25625	5	1	overtorient Right	1	1	1
611.17625	5	1	overtorient Left	1	1	1
647.14625	5	1	overtorient Left	1	1	1
688.5375	5	1	overtorient Left	1	1	1
724.34	5	1	overtorient Left	1	1	1
