onset	duration	value	trial_type	response_correct	gaze_ok	include
25.355	5	1	Covert Right	1	1	1
44.34875	5	1	Covert Right	1	1	1
64.9025	5	1	Covert Right	1	1	1
83.73875	5	1	Covert Right	1	1	1
105.52625	5	1	Covert Left	1	1	1
127.18125	5	1	Covert Left	1	1	1
146.20125	5	1	Covert Left	1	1	1
164.46875	5	1	Covert Right	1	1	1
184.03875	5	1	Covert Left	1	0	0
202.5575	5	1	Covert Left	1	0	0
220.7575	5	1	Covert Left	1	1	1
240.42875	5	1	Covert Right	1	1	1
261.76625	5	1	Covert Left	1	1	1
283.905	5	1	Covert Right	1	1	1
303.69125	5	1	Covert Left	1	1	1
323.6275	5	1	Covert Right	1	0	0
342.9975	5	1	Covert Right	1	0	0
365.76875	5	1	Covert Left	1	1	1
389.79375	5	1	Covert Right	1	0	0
409.39625	5	1	Covert Right	1	0	0
427.715	5	1	Covert Right	1	0	0
447.1675	5	1	Covert Left	1	1	1
469.49	5	1	Covert Left	1	1	1
487.875	5	1	Covert Right	1	0	0
508.64625	5	1	Covert Left	1	1	1
528.36625	5	1	Covert Right	1	0	0
546.71625	5	1	Covert Left	1	1	1
565.58625	5	1	Covert Right	0	1	0
584.05875	5	1	Covert Left	0	1	0
602.99	5	1	Covert Right	0	0	0
