onset	duration	value	trial_type	response_correct	gaze_ok	include
29.12	5	1	Control Left	n/a	1	1
46.4675	5	1	Control Left	n/a	1	1
63.19375	5	1	Control Right	n/a	1	1
80.35	5	1	Control Left	n/a	1	1
98.77125	5	1	Control Left	n/a	1	1
117.175	5	1	Control Right	n/a	1	1
133.635	5	1	Control Left	n/a	1	1
151.0675	5	1	Control Left	n/a	1	1
169.4225	5	1	Control Left	n/a	1	1
185.9	5	1	Control Left	n/a	1	1
203.015	5	1	Control Right	n/a	1	1
220.8175	5	1	Control Right	n/a	0	0
238.30625	5	1	Control Left	n/a	1	1
256.4875	5	1	Control Right	n/a	1	1
272.9475	5	1	Control Right	n/a	1	1
289.8375	5	1	Control Right	n/a	1	1
306.6475	5	1	Control Right	n/a	1	1
324.99625	5	1	Control Right	n/a	1	1
341.66	5	1	Control Left	n/a	1	1
358.20625	5	1	Control Left	n/a	1	1
