onset	duration	value	trial_type	response_correct	gaze_ok	include
17.6	5	1	Overt Left	1	1	1
37.6525	5	1	Overt Left	1	1	1
56.97375	5	1	Overt Right	1	1	1
77.91125	5	1	Overt Right	1	1	1
98.78375	5	1	Overt Right	1	1	1
117.4025	5	1	Overt Right	1	0	0
138.215	5	1	Overt Right	1	1	1
160.39375	5	1	Overt Right	1	0	0
180.6975	5	1	Overt Right	1	1	1
199.83375	5	1	Overt Right	1	1	1
220.2375	5	1	Overt Left	1	1	1
241.47875	5	1	Overt Right	1	1	1
263.28125	5	1	Overt Left	1	1	1
283.6625	5	1	Overt Left	1	1	1
304.59375	5	1	Overt Left	1	1	1
324.30875	5	1	Overt Left	1	1	1
345.26625	5	1	Overt Right	1	1	1
365.205	5	1	Overt Left	1	1	1
385.97125	5	1	Overt Right	1	1	1
406.67875	5	1	Overt Right	1	1	1
428.60625	5	1	Overt Right	1	1	1
449.13625	5	1	Overt Right	1	1	1
469.895	5	1	Overt Right	1	1	1
491.15	5	1	Overt Right	1	1	1
510.81375	5	1	Overt Right	1	1	1
532.79	5	1	Overt Left	1	1	1
552.55625	5	1	Overt Right	1	0	0
573.1175	5	1	Overt Right	1	1	1
593.97375	5	1	Overt Left	1	1	1
615.50875	5	1	Overt Right	1	1	1
