onset	duration	value	trial_type	response_correct	gaze_ok	include
50.89375	5	1	Overtcontrol Left	1	1	1
86.485	5	1	Overtcontrol Right	1	1	1
122.635	5	1	Overtcontrol Right	1	1	1
158.345	5	1	Overtcontrol Left	1	1	1
195.49375	5	1	Overtcontrol Left	1	1	1
231.26625	5	1	Overtcontrol Left	1	1	1
267.015	5	1	Overtcontrol Left	1	1	1
302.455	5	1	Overtcontrol Right	1	1	1
338.14	5	1	Overtcontrol Right	1	1	1
375.08875	5	1	Overtcontrol Right	1	1	1
410.5475	5	1	Overtcontrol Right	1	1	1
445.19	5	1	Overtcontrol Right	1	1	1
485.4575	5	1	Overtcontrol Left	1	1	1
522.3825	5	1	Overtcontrol Left	1	1	1
557.7725	5	1	Overtcontrol Right	1	1	1
594.345	5	1	Overtcontrol Left	1	1	1
630.86125	5	1	Overtcontrol Right	1	1	1
666.61625	5	1	Overtcontrol Left	1	1	1
703.7975	5	1	Overtcontrol Left	1	1	1
741.90625	5	1	Overtcontrol Right	1	1	1
