onset	duration	value	trial_type	response_correct	gaze_ok	include
40.06625	5	1	Overt Left	1	1	1
61.00375	5	1	Overt Right	1	1	1
81.0075	5	1	Overt Left	1	1	1
103.4475	5	1	Overt Left	1	1	1
128.83875	5	1	Overt Right	1	1	1
149.925	5	1	Overt Left	1	1	1
170.3625	5	1	Overt Right	1	1	1
192.38625	5	1	Overt Left	1	1	1
212.7725	5	1	Overt Right	1	1	1
232.52625	5	1	Overt Right	1	1	1
255.115	5	1	Overt Right	1	1	1
274.1	5	1	Overt Right	1	1	1
297.89	5	1	Overt Left	1	1	1
317.71125	5	1	Overt Right	1	1	1
336.68	5	1	Overt Left	1	1	1
356.4325	5	1	Overt Right	1	1	1
376.98625	5	1	Overt Left	1	1	1
396.00625	5	1	Overt Right	1	1	1
417.6275	5	1	Overt Right	1	1	1
436.64625	5	1	Overt Left	1	1	1
456.68375	5	1	Overt Left	1	1	1
478.05625	5	1	Overt Left	1	1	1
498.7575	5	1	Overt Right	1	1	1
518.09375	5	1	Overt Right	1	1	1
537.86375	5	1	Overt Left	1	1	1
557.6	5	1	Overt Left	1	1	1
578.52125	5	1	Overt Right	1	1	1
597.57375	5	1	Overt Right	1	1	1
618.9125	5	1	Overt Right	1	1	1
638.565	5	1	Overt Left	1	1	1
