onset	duration	value	trial_type	response_correct	gaze_ok	include
49.1025	5	1	Covert Left	1	1	1
69.46375	5	1	Covert Left	1	1	1
88.95	5	1	Covert Left	1	1	1
108.0025	5	1	Covert Right	1	1	1
127.68875	5	1	Covert Right	1	1	1
145.25625	5	1	Covert Left	1	1	1
165.8775	5	1	Covert Left	1	1	1
187.46625	5	1	Covert Left	1	1	1
207.635	5	1	Covert Left	1	1	1
227.08875	5	1	Covert Left	1	1	1
247.00875	5	1	Covert Left	1	1	1
266.02625	5	1	Covert Left	1	1	1
284.77875	5	1	Covert Right	1	1	1
303.9475	5	1	Covert Left	1	1	1
323.00125	5	1	Covert Right	1	1	1
342.6375	5	1	Covert Left	1	1	1
364.97625	5	1	Covert Left	1	1	1
382.69375	5	1	Covert Right	1	1	1
403.56375	5	1	Covert Right	1	1	1
422.76625	5	1	Covert Left	1	1	1
444.08875	5	1	Covert Right	1	1	1
462.60625	5	1	Covert Right	1	1	1
481.0075	5	1	Covert Right	1	1	1
500.42375	5	1	Covert Right	1	1	1
519.28	5	1	Covert Left	1	1	1
539.21625	5	1	Covert Right	1	1	1
558.62	5	1	Covert Right	1	1	1
577.455	5	1	Covert Right	1	1	1
599.91125	5	1	Covert Left	1	1	1
618.46125	5	1	Covert Left	1	1	1
