onset	duration	value	trial_type	response_correct	gaze_ok	include
16.97375	5	1	Control Right	n/a	1	1
33.5175	5	1	Control Right	n/a	1	1
51.7325	5	1	Control Right	n/a	0	0
69.78	5	1	Control Right	n/a	1	1
88.0875	5	1	Control Left	n/a	1	1
106.51875	5	1	Control Left	n/a	1	1
123.845	5	1	Control Left	n/a	0	0
140.50375	5	1	Control Right	n/a	1	1
158.91125	5	1	Control Left	n/a	1	1
176.03875	5	1	Control Left	n/a	1	1
193.34125	5	1	Control Left	n/a	0	0
211.1075	5	1	Control Left	n/a	1	1
227.87125	5	1	Control Right	n/a	0	0
246.295	5	1	Control Left	n/a	1	1
264.71375	5	1	Control Left	n/a	0	0
282.91625	5	1	Control Left	n/a	1	1
299.86125	5	1	Control Left	n/a	1	1
316.83	5	1	Control Right	n/a	0	0
334.63125	5	1	Control Left	n/a	0	0
352.3725	5	1	Control Left	n/a	1	1
