onset	duration	value	trial_type	response_correct	gaze_ok	include
16.89125	5	1	Overt Left	1	n/a	n/a
36.26	5	1	Overt Right	1	n/a	n/a
57.3475	5	1	Overt Left	1	n/a	n/a
78.3525	5	1	Overt Right	1	n/a	n/a
98.64	5	1	Overt Left	1	n/a	n/a
118.69375	5	1	Overt Left	1	n/a	n/a
139.2625	5	1	Overt Left	1	n/a	n/a
160.85125	5	1	Overt Left	1	n/a	n/a
180.20375	5	1	Overt Left	1	n/a	n/a
198.94	5	1	Overt Left	1	n/a	n/a
219.71125	5	1	Overt Left	1	n/a	n/a
238.7975	5	1	Overt Left	1	n/a	n/a
260.48375	5	1	Overt Left	1	n/a	n/a
280.45375	5	1	Overt Left	1	n/a	n/a
301.725	5	1	Overt Right	1	n/a	n/a
321.2125	5	1	Overt Right	1	n/a	n/a
341.04875	5	1	Overt Left	1	n/a	n/a
360.70125	5	1	Overt Right	1	n/a	n/a
379.68625	5	1	Overt Right	1	n/a	n/a
399.8075	5	1	Overt Left	1	n/a	n/a
418.7925	5	1	Overt Right	1	n/a	n/a
439.19625	5	1	Overt Left	1	n/a	n/a
458.84875	5	1	Overt Left	1	n/a	n/a
479.0025	5	1	Overt Left	1	n/a	n/a
499.42375	5	1	Overt Left	1	n/a	n/a
521.47875	5	1	Overt Right	1	n/a	n/a
541.4975	5	1	Overt Right	1	n/a	n/a
560.55125	5	1	Overt Right	1	n/a	n/a
582.28875	5	1	Overt Left	1	n/a	n/a
601.39125	5	1	Overt Right	1	n/a	n/a
