onset	duration	value	trial_type	response_correct	gaze_ok	include
8.8825	5	1	Covert Left	1	1	1
27.31875	5	1	Covert Right	1	1	1
46.925	5	1	Covert Right	1	1	1
65.56375	5	1	Covert Right	1	1	1
84.555	5	1	Covert Right	1	1	1
103.7125	5	1	Covert Left	1	1	1
121.91	5	1	Covert Right	1	1	1
140.29125	5	1	Covert Right	1	1	1
161.2375	5	1	Covert Right	1	1	1
179.565	5	1	Covert Right	1	1	1
199.19	5	1	Covert Left	1	1	1
219.67125	5	1	Covert Left	1	1	1
238.49625	5	1	Covert Right	1	1	1
257.20625	5	1	Covert Left	1	1	1
277.215	5	1	Covert Left	1	0	0
295.635	5	1	Covert Right	1	1	1
314.97	5	1	Covert Left	1	1	1
335.24375	5	1	Covert Right	1	1	1
354.165	5	1	Covert Left	1	1	1
372.50875	5	1	Covert Right	1	1	1
391.11125	5	1	Covert Left	1	1	1
409.4	5	1	Covert Right	1	0	0
427.50875	5	1	Covert Right	1	1	1
445.14875	5	1	Covert Left	1	1	1
462.43125	5	1	Covert Left	1	1	1
482.85625	5	1	Covert Right	1	1	1
502.05875	5	1	Covert Left	1	0	0
523.42125	5	1	Covert Left	1	1	1
545.405	5	1	Covert Right	1	1	1
564.11875	5	1	Covert Left	1	1	1
