onset	duration	value	trial_type	response_correct	gaze_ok	include
38.38625	5	1	Overtcontrol Right	1	1	1
74.87125	5	1	Overtcontrol Left	1	1	1
109.7175	5	1	Overtcontrol Right	1	1	1
146.74875	5	1	Overtcontrol Left	1	1	1
181.395	5	1	Overtcontrol Left	1	0	0
217.28125	5	1	Overtcontrol Right	1	1	1
253.90125	5	1	Overtcontrol Left	1	1	1
290.3875	5	1	Overtcontrol Right	1	1	1
326.70625	5	1	Overtcontrol Right	1	1	1
369.06625	5	1	Overtcontrol Left	1	0	0
404.9375	5	1	Overtcontrol Left	1	1	1
442.4125	5	1	Overtcontrol Left	1	1	1
479.41875	5	1	Overtcontrol Left	1	0	0
515.27875	5	1	Overtcontrol Left	1	0	0
551.535	5	1	Overtcontrol Right	1	1	1
589.13625	5	1	Overtcontrol Left	1	0	0
624.14625	5	1	Overtcontrol Left	1	0	0
661.12	5	1	Overtcontrol Right	1	1	1
695.245	5	1	Overtcontrol Left	1	1	1
733.39125	5	1	Overtcontrol Left	1	0	0
