onset	duration	value	trial_type	response_correct	gaze_ok	include
34.49375	5	1	Overtcontrol Left	1	0	0
72.22375	5	1	Overtcontrol Right	1	1	1
107.89625	5	1	Overtcontrol Left	1	1	1
144.9925	5	1	Overtcontrol Right	1	1	1
180.5	5	1	Overtcontrol Right	0	1	0
216.385	5	1	Overtcontrol Right	1	1	1
254.615	5	1	Overtcontrol Left	1	0	0
293.31875	5	1	Overtcontrol Left	1	0	0
329.61625	5	1	Overtcontrol Left	1	0	0
368.83	5	1	Overtcontrol Right	1	1	1
406.06375	5	1	Overtcontrol Right	1	1	1
444.075	5	1	Overtcontrol Right	1	1	1
482.785	5	1	Overtcontrol Right	1	1	1
518.34875	5	1	Overtcontrol Left	1	1	1
555.75875	5	1	Overtcontrol Left	1	1	1
591.65875	5	1	Overtcontrol Right	1	1	1
629.27875	5	1	Overtcontrol Left	1	1	1
666.11375	5	1	Overtcontrol Left	1	0	0
706.135	5	1	Overtcontrol Left	1	1	1
743.195	5	1	Overtcontrol Left	1	1	1
