onset	duration	value	trial_type	response_correct	gaze_ok	include
36.24875	5	1	Overtcontrol Left	1	1	1
70.6925	5	1	Overtcontrol Left	1	1	1
107.6925	5	1	Overtcontrol Right	1	1	1
144.49625	5	1	Overtcontrol Right	1	1	1
182.37875	5	1	Overtcontrol Left	1	1	1
219.2425	5	1	Overtcontrol Left	1	1	1
255.50375	5	1	Overtcontrol Right	1	1	1
292.335	5	1	Overtcontrol Right	1	1	1
330.09375	5	1	Overtcontrol Left	1	1	1
371.50375	5	1	Overtcontrol Right	1	1	1
406.00125	5	1	Overtcontrol Right	1	1	1
442.87125	5	1	Overtcontrol Left	1	1	1
478.84375	5	1	Overtcontrol Left	0	0	0
522.34375	5	1	Overtcontrol Left	1	1	1
557.8925	5	1	Overtcontrol Right	1	1	1
593.7325	5	1	Overtcontrol Left	1	1	1
630.00375	5	1	Overtcontrol Left	1	1	1
666.69375	5	1	Overtcontrol Left	0	1	0
703.71625	5	1	Overtcontrol Right	1	1	1
739.73125	5	1	Overtcontrol Right	1	1	1
