onset	duration	value	trial_type	response_correct	gaze_ok	include
42.04875	5	1	Overtcontrol Right	1	1	1
77.25375	5	1	Overtcontrol Right	1	1	1
113.775	5	1	Overtcontrol Left	1	1	1
148.4475	5	1	Overtcontrol Right	1	1	1
183.25375	5	1	Overtcontrol Left	1	1	1
218.5625	5	1	Overtcontrol Right	1	1	1
253.55625	5	1	Overtcontrol Right	1	1	1
288.915	5	1	Overtcontrol Right	1	1	1
325.22625	5	1	Overtcontrol Right	1	1	1
361.29125	5	1	Overtcontrol Right	1	1	1
397.0	5	1	Overtcontrol Left	1	1	1
433.0875	5	1	Overtcontrol Right	1	1	1
468.88875	5	1	Overtcontrol Right	1	1	1
503.43125	5	1	Overtcontrol Left	1	1	1
539.9075	5	1	Overtcontrol Right	1	1	1
577.3025	5	1	Overtcontrol Right	1	1	1
612.51375	5	1	Overtcontrol Right	1	1	1
647.82125	5	1	Overtcontrol Left	1	1	1
684.1425	5	1	Overtcontrol Left	1	1	1
720.02875	5	1	Overtcontrol Left	1	1	1
