onset	duration	value	trial_type	response_correct	gaze_ok	include
17.51125	5	1	Control Left	n/a	0	0
34.95875	5	1	Control Left	n/a	0	0
52.72	5	1	Control Right	n/a	1	1
69.3375	5	1	Control Left	n/a	1	1
86.24625	5	1	Control Left	n/a	0	0
103.64375	5	1	Control Right	n/a	1	1
120.92875	5	1	Control Left	n/a	1	1
138.99375	5	1	Control Left	n/a	0	0
156.4	5	1	Control Right	n/a	1	1
173.61	5	1	Control Left	n/a	1	1
190.77375	5	1	Control Left	n/a	1	1
209.07375	5	1	Control Right	n/a	1	1
226.7025	5	1	Control Left	n/a	0	0
244.975	5	1	Control Right	n/a	0	0
262.89625	5	1	Control Left	n/a	0	0
280.17375	5	1	Control Left	n/a	0	0
297.52	5	1	Control Left	n/a	1	1
314.28125	5	1	Control Right	n/a	0	0
331.405	5	1	Control Right	n/a	0	0
349.05875	5	1	Control Right	n/a	0	0
