onset	duration	value	trial_type	response_correct	gaze_ok	include
13.3075	5	1	overtorient Right	1	1	1
49.27625	5	1	overtorient Right	1	1	1
86.24625	5	1	overtorient Left	1	1	1
121.69875	5	1	overtorient Left	1	1	1
158.085	5	1	overtorient Left	1	1	1
194.1875	5	1	overtorient Left	1	1	1
229.52375	5	1	overtorient Right	1	1	1
265.47625	5	1	overtorient Right	1	1	1
301.995	5	1	overtorient Left	1	1	1
339.78375	5	1	overtorient Left	1	1	1
376.23625	5	1	overtorient Right	1	1	1
412.84	5	1	overtorient Right	1	1	1
449.61	5	1	overtorient Left	1	1	1
487.84875	5	1	overtorient Left	1	1	1
525.235	5	1	overtorient Left	1	1	1
561.24875	5	1	overtorient Left	1	1	1
596.35625	5	1	overtorient Right	1	1	1
632.12625	5	1	overtorient Left	1	1	1
669.7975	5	1	overtorient Left	1	1	1
708.085	5	1	overtorient Left	1	1	1
