onset	duration	value	trial_type	response_correct	gaze_ok	include
23.065	5	1	overtorient Right	1	1	1
58.58125	5	1	overtorient Right	1	1	1
93.835	5	1	overtorient Left	1	1	1
130.83625	5	1	overtorient Right	1	1	1
166.18875	5	1	overtorient Right	1	1	1
201.62375	5	1	overtorient Right	1	1	1
239.01125	5	1	overtorient Right	1	1	1
274.47625	5	1	overtorient Left	1	1	1
311.0675	5	1	overtorient Right	1	1	1
347.43625	5	1	overtorient Left	1	1	1
384.5575	5	1	overtorient Right	1	1	1
419.3425	5	1	overtorient Right	1	1	1
455.595	5	1	overtorient Right	1	1	1
493.89875	5	1	overtorient Right	1	1	1
529.3675	5	1	overtorient Left	1	1	1
569.375	5	1	overtorient Right	1	1	1
605.49375	5	1	overtorient Left	1	1	1
643.165	5	1	overtorient Right	1	1	1
679.085	5	1	overtorient Right	1	1	1
715.1375	5	1	overtorient Left	1	1	1
