onset	duration	value	trial_type	response_correct	gaze_ok	include
40.58625	5	1	Overtcontrol Right	1	1	1
76.67375	5	1	Overtcontrol Right	1	1	1
113.04625	5	1	Overtcontrol Left	1	1	1
148.385	5	1	Overtcontrol Right	1	1	1
184.405	5	1	Overtcontrol Right	1	1	1
220.80875	5	1	Overtcontrol Right	1	1	1
258.02125	5	1	Overtcontrol Right	1	1	1
293.155	5	1	Overtcontrol Left	1	1	1
329.55875	5	1	Overtcontrol Right	1	1	1
366.51	5	1	Overtcontrol Left	1	1	1
402.32125	5	1	Overtcontrol Right	1	1	1
438.1175	5	1	Overtcontrol Right	1	1	1
474.79875	5	1	Overtcontrol Right	1	1	1
511.96	5	1	Overtcontrol Right	1	1	1
548.23	5	1	Overtcontrol Left	1	1	1
587.61125	5	1	Overtcontrol Right	1	1	1
623.8875	5	1	Overtcontrol Left	1	1	1
661.15375	5	1	Overtcontrol Right	1	1	1
698.315	5	1	Overtcontrol Right	1	1	1
733.48125	5	1	Overtcontrol Left	1	1	1
