onset	duration	value	trial_type	response_correct	gaze_ok	include
30.3746149	5	1	Overt Left	1	1	1
51.4788181	5	1	Overt Right	1	1	1
72.2667213	5	1	Overt Right	1	1	1
93.0203623	5	1	Overt Right	1	1	1
113.5076616	5	1	Overt Left	1	1	1
133.32875	5	1	Overt Right	1	1	1
154.56625	5	1	Overt Right	1	1	1
175.05375	5	1	Overt Left	1	1	1
195.94	5	1	Overt Right	1	1	1
216.395	5	1	Overt Right	1	1	1
236.61625	5	1	Overt Right	1	1	1
257.72	5	1	Overt Right	1	1	1
278.82375	5	1	Overt Right	1	1	1
299.46125	5	1	Overt Right	1	1	1
320.26625	5	1	Overt Left	1	1	1
342.00375	5	1	Overt Right	1	1	1
362.07375	5	1	Overt Right	1	1	1
380.5925	5	1	Overt Right	1	1	1
401.54625	5	1	Overt Right	1	1	1
421.44125	5	1	Overt Left	1	1	1
442.4875	5	1	Overt Right	1	1	1
463.07625	5	1	Overt Right	1	1	1
482.995	5	1	Overt Left	1	1	1
502.96375	5	1	Overt Right	1	1	1
524.37	5	1	Overt Left	1	1	1
546.2075	5	1	Overt Right	1	1	1
565.71125	5	1	Overt Left	1	1	1
585.89875	5	1	Overt Left	1	1	1
605.8175	5	1	Overt Right	1	1	1
626.7225	5	1	Overt Right	1	1	1
