onset	duration	value	trial_type	response_correct	gaze_ok	include
15.06125	5	1	overtorient Right	1	0	0
49.96375	5	1	overtorient Left	1	1	1
86.14875	5	1	overtorient Right	1	1	1
122.535	5	1	overtorient Left	0	1	0
161.09	5	1	overtorient Left	1	1	1
195.29125	5	1	overtorient Left	1	1	1
231.82875	5	1	overtorient Right	1	1	1
267.79625	5	1	overtorient Right	1	1	1
302.53125	5	1	overtorient Left	1	1	1
340.58625	5	1	overtorient Right	1	1	1
376.3225	5	1	overtorient Right	1	1	1
411.9575	5	1	overtorient Right	1	1	1
447.60875	5	1	overtorient Left	1	1	1
484.8475	5	1	overtorient Left	1	1	1
520.64875	5	1	overtorient Right	1	1	1
557.72	5	1	overtorient Right	1	1	1
594.5075	5	1	overtorient Right	1	1	1
632.16125	5	1	overtorient Right	1	1	1
668.48	5	1	overtorient Right	1	1	1
705.28375	5	1	overtorient Right	1	1	1
