onset	duration	value	trial_type	response_correct	gaze_ok	include
49.53875	5	1	Overtcontrol Left	1	1	1
86.1	5	1	Overtcontrol Right	1	1	1
123.75625	5	1	Overtcontrol Left	1	1	1
159.64	5	1	Overtcontrol Left	1	1	1
196.95625	5	1	Overtcontrol Left	1	1	1
234.73	5	1	Overtcontrol Right	1	1	1
269.69375	5	1	Overtcontrol Left	1	1	1
306.7575	5	1	Overtcontrol Left	1	1	1
347.3375	5	1	Overtcontrol Right	1	1	1
384.65125	5	1	Overtcontrol Left	1	1	1
420.90375	5	1	Overtcontrol Right	1	1	1
458.51	5	1	Overtcontrol Right	1	1	1
500.00625	5	1	Overtcontrol Left	1	1	1
541.125	5	1	Overtcontrol Right	1	1	1
576.9725	5	1	Overtcontrol Left	1	1	1
619.305	5	1	Overtcontrol Right	1	1	1
655.32875	5	1	Overtcontrol Left	1	1	1
691.58	5	1	Overtcontrol Left	1	1	1
731.8025	5	1	Overtcontrol Left	1	1	1
767.2275	5	1	Overtcontrol Right	1	1	1
