onset	duration	value	trial_type	response_correct	gaze_ok	include
31.26125	5	1	Overtcontrol Left	1	0	0
67.03625	5	1	Overtcontrol Left	1	1	1
104.68625	5	1	Overtcontrol Right	1	1	1
140.58875	5	1	Overtcontrol Left	1	1	1
176.01625	5	1	Overtcontrol Left	1	1	1
214.29	5	1	Overtcontrol Right	1	1	1
249.69625	5	1	Overtcontrol Right	1	1	1
288.26	5	1	Overtcontrol Left	1	1	1
324.6475	5	1	Overtcontrol Right	1	1	1
361.0875	5	1	Overtcontrol Left	1	1	1
396.98375	5	1	Overtcontrol Left	1	1	1
433.685	5	1	Overtcontrol Right	1	1	1
468.5025	5	1	Overtcontrol Right	1	1	1
505.05375	5	1	Overtcontrol Right	1	1	1
541.6025	5	1	Overtcontrol Left	1	1	1
578.66125	5	1	Overtcontrol Left	1	0	0
614.2825	5	1	Overtcontrol Left	1	1	1
650.13375	5	1	Overtcontrol Left	1	1	1
687.75375	5	1	Overtcontrol Right	1	1	1
725.27875	5	1	Overtcontrol Right	1	1	1
