onset	duration	value	trial_type	response_correct	gaze_ok	include
17.15125	5	1	overtorient Right	1	1	1
55.07125	5	1	overtorient Right	1	1	1
89.8725	5	1	overtorient Right	1	1	1
124.6075	5	1	overtorient Right	1	1	1
160.31	5	1	overtorient Right	1	1	1
195.045	5	1	overtorient Right	1	1	1
232.9825	5	1	overtorient Left	1	1	1
271.0875	5	1	overtorient Left	1	1	1
307.97375	5	1	overtorient Left	1	1	1
344.21	5	1	overtorient Right	1	1	1
379.76125	5	1	overtorient Left	1	1	1
416.5825	5	1	overtorient Right	1	1	1
451.48375	5	1	overtorient Left	1	1	1
487.18625	5	1	overtorient Right	1	1	1
522.48875	5	1	overtorient Right	1	1	1
557.72375	5	1	overtorient Left	1	1	1
593.0925	5	1	overtorient Right	1	1	1
630.53	5	1	overtorient Left	1	1	1
670.1525	5	1	overtorient Left	1	1	1
706.94	5	1	overtorient Left	1	1	1
