onset	duration	value	trial_type	response_correct	gaze_ok	include
12.58375	5	1	overtorient Left	1	1	1
49.16875	5	1	overtorient Left	1	1	1
85.58875	5	1	overtorient Right	1	1	1
122.4925	5	1	overtorient Left	1	1	1
157.56125	5	1	overtorient Left	1	1	1
195.96625	5	1	overtorient Right	1	1	1
231.55125	5	1	overtorient Right	1	1	1
269.555	5	1	overtorient Left	1	1	1
306.4925	5	1	overtorient Right	1	1	1
342.57875	5	1	overtorient Left	1	1	1
378.74875	5	1	overtorient Left	1	1	1
414.48375	5	1	overtorient Right	1	1	1
450.62	5	1	overtorient Right	1	1	1
486.10625	5	1	overtorient Right	1	1	1
523.42625	5	1	overtorient Left	1	1	1
560.78	5	1	overtorient Left	1	1	1
596.315	5	1	overtorient Left	1	1	1
631.85125	5	1	overtorient Left	1	1	1
669.28875	5	1	overtorient Right	1	1	1
706.59125	5	1	overtorient Right	1	1	1
