onset	duration	value	trial_type	response_correct	gaze_ok	include
15.82125	5	1	Control Left	n/a	1	1
32.38	5	1	Control Right	n/a	1	1
50.54125	5	1	Control Right	n/a	1	1
68.2375	5	1	Control Left	n/a	1	1
84.84	5	1	Control Right	n/a	1	1
101.94	5	1	Control Right	n/a	1	1
118.79625	5	1	Control Left	n/a	1	1
136.3125	5	1	Control Right	n/a	1	1
154.1775	5	1	Control Left	n/a	1	1
171.12625	5	1	Control Right	n/a	1	1
188.96375	5	1	Control Right	n/a	1	1
207.155	5	1	Control Left	n/a	1	1
224.4325	5	1	Control Left	n/a	0	0
242.75375	5	1	Control Left	n/a	1	1
260.66375	5	1	Control Right	n/a	1	1
277.955	5	1	Control Right	n/a	1	1
295.90875	5	1	Control Right	n/a	1	1
312.67375	5	1	Control Left	n/a	0	0
330.865	5	1	Control Left	n/a	1	1
348.615	5	1	Control Left	n/a	0	0
