onset	duration	value	trial_type	response_correct	gaze_ok	include
21.89125	5	1	Covert Left	1	1	1
39.70125	5	1	Covert Left	1	1	1
58.53625	5	1	Covert Right	1	1	1
78.17375	5	1	Covert Right	1	1	1
96.80875	5	1	Covert Left	1	1	1
115.59375	5	1	Covert Left	1	1	1
135.7975	5	1	Covert Right	1	1	1
154.05	5	1	Covert Right	1	1	1
171.75	5	1	Covert Left	1	1	1
189.71875	5	1	Covert Right	1	1	1
209.48875	5	1	Covert Left	1	1	1
228.54	5	1	Covert Left	1	1	1
247.96	5	1	Covert Right	1	1	1
266.1775	5	1	Covert Right	1	1	1
284.82875	5	1	Covert Right	1	1	1
303.465	5	1	Covert Right	1	1	1
323.51875	5	1	Covert Left	1	1	1
342.9375	5	1	Covert Left	1	1	1
361.18125	5	1	Covert Right	1	1	1
380.05875	5	1	Covert Right	1	1	1
399.145	5	1	Covert Left	1	1	1
419.2975	5	1	Covert Right	1	1	1
439.335	5	1	Covert Left	1	1	1
458.0525	5	1	Covert Left	1	1	1
496.445	5	1	Covert Left	1	1	1
535.58375	5	1	Covert Left	1	1	1
574.00125	5	1	Covert Left	1	1	1
594.6051554	5	1	Covert Right	1	1	1
614.3417022	5	1	Covert Right	1	0	0
632.9102529	5	1	Covert Right	1	0	0
