onset	duration	value	trial_type	response_correct	gaze_ok	include
11.29625	5	1	Overt Left	1	0	0
34.79375	5	1	Overt Left	1	1	1
55.38	5	1	Overt Left	1	1	1
76.7925	5	1	Overt Left	1	1	1
97.355	5	1	Overt Left	1	1	1
118.32875	5	1	Overt Left	1	1	1
138.64625	5	1	Overt Right	1	1	1
159.34875	5	1	Overt Right	1	1	1
181.52375	5	1	Overt Left	1	1	1
201.84375	5	1	Overt Right	1	1	1
220.81375	5	1	Overt Right	1	1	1
240.28375	5	1	Overt Left	1	1	1
259.435	5	1	Overt Right	1	1	1
279.3325	5	1	Overt Right	1	1	1
299.3925	5	1	Overt Right	1	1	1
319.5725	5	1	Overt Right	1	1	1
340.55	5	1	Overt Left	0	1	0
363.33	5	1	Overt Left	1	1	1
386.26625	5	1	Overt Left	1	1	1
407.05125	5	1	Overt Left	1	1	1
426.65875	5	1	Overt Right	1	1	1
448.68	5	1	Overt Left	1	1	1
467.4625	5	1	Overt Left	1	1	1
486.86625	5	1	Overt Left	1	1	1
507.33625	5	1	Overt Right	1	1	1
527.3825	5	1	Overt Left	1	1	1
546.82625	5	1	Overt Right	1	1	1
567.93375	5	1	Overt Right	1	1	1
588.4175	5	1	Overt Left	1	1	1
610.46125	5	1	Overt Left	1	1	1
