onset	duration	value	trial_type	response_correct	gaze_ok	include
11.3675	5	1	Control Right	n/a	1	1
29.45	5	1	Control Left	n/a	1	1
65.54125	5	1	Control Right	n/a	1	1
82.81375	5	1	Control Right	n/a	1	1
99.45625	5	1	Control Left	n/a	1	1
169.1125	5	1	Control Right	n/a	0	0
186.8375	5	1	Control Left	n/a	0	0
204.04125	5	1	Control Right	n/a	0	0
221.035	5	1	Control Left	n/a	0	0
238.78125	5	1	Control Right	n/a	1	1
255.3425	5	1	Control Right	n/a	0	0
273.305	5	1	Control Left	n/a	0	0
289.97125	5	1	Control Right	n/a	0	0
307.59	5	1	Control Left	n/a	0	0
325.71875	5	1	Control Right	n/a	1	1
343.72625	5	1	Control Right	n/a	1	1
