onset	duration	value	trial_type	response_correct	gaze_ok	include
20.4	5	1	Control Left	n/a	1	1
36.92625	5	1	Control Right	n/a	1	1
54.92	5	1	Control Right	n/a	1	1
72.99	5	1	Control Left	n/a	1	1
91.4275	5	1	Control Right	n/a	1	1
109.8425	5	1	Control Right	n/a	1	1
128.105	5	1	Control Left	n/a	1	1
146.38125	5	1	Control Right	n/a	1	1
164.27125	5	1	Control Right	n/a	1	1
181.30125	5	1	Control Right	n/a	0	0
199.69	5	1	Control Left	n/a	1	1
216.43	5	1	Control Right	n/a	1	1
233.04375	5	1	Control Left	n/a	1	1
249.81125	5	1	Control Left	n/a	1	1
266.51125	5	1	Control Left	n/a	1	1
283.595	5	1	Control Left	n/a	1	1
300.445	5	1	Control Left	n/a	1	1
318.33625	5	1	Control Right	n/a	1	1
334.935	5	1	Control Left	n/a	1	1
352.41125	5	1	Control Left	n/a	1	1
