onset	duration	value	trial_type	response_correct	gaze_ok	include
18.49625	5	1	Control Left	n/a	n/a	1
35.9125	5	1	Control Right	n/a	n/a	1
53.09375	5	1	Control Right	n/a	n/a	1
71.16875	5	1	Control Left	n/a	n/a	1
88.745	5	1	Control Right	n/a	n/a	1
106.5475	5	1	Control Left	n/a	n/a	1
124.9475	5	1	Control Right	n/a	n/a	1
142.6625	5	1	Control Right	n/a	n/a	1
160.77375	5	1	Control Left	n/a	n/a	1
177.455	5	1	Control Left	n/a	n/a	1
195.71625	5	1	Control Right	n/a	n/a	1
212.98625	5	1	Control Left	n/a	n/a	1
230.505	5	1	Control Right	n/a	n/a	1
247.22125	5	1	Control Left	n/a	n/a	1
264.2575	5	1	Control Left	n/a	n/a	1
282.02375	5	1	Control Right	n/a	n/a	1
298.97	5	1	Control Right	n/a	n/a	1
316.2875	5	1	Control Right	n/a	n/a	1
333.045	5	1	Control Left	n/a	n/a	1
350.31375	5	1	Control Right	n/a	n/a	1
