onset	duration	value	trial_type
26.36375	10	1	Control Left
43.615	10	1	Control Left
60.975	10	1	Control Left
77.86875	10	1	Control Left
94.54875	10	1	Control Right
112.6425	10	1	Control Left
130.40875	10	1	Control Right
148.10625	10	1	Control Left
165.20125	10	1	Control Right
182.665	10	1	Control Left
200.54125	10	1	Control Left
235.28375	10	1	Control Left
288.3925	10	1	Control Left
306.6925	10	1	Control Left
323.2775	10	1	Control Right
340.5375	10	1	Control Left
358.3675	10	1	Control Left
