onset	duration	value	trial_type	response_correct	gaze_ok	include
24.45	5	1	Control Left	n/a	n/a	1
41.245	5	1	Control Left	n/a	n/a	1
59.01875	5	1	Control Right	n/a	n/a	1
75.9875	5	1	Control Left	n/a	n/a	1
93.525	5	1	Control Right	n/a	n/a	1
110.36625	5	1	Control Left	n/a	n/a	1
126.96375	5	1	Control Left	n/a	n/a	1
145.36125	5	1	Control Left	n/a	n/a	1
162.16875	5	1	Control Right	n/a	n/a	1
180.36	5	1	Control Right	n/a	n/a	1
198.61625	5	1	Control Right	n/a	n/a	1
216.52	5	1	Control Right	n/a	n/a	1
233.05375	5	1	Control Left	n/a	n/a	1
250.89625	5	1	Control Right	n/a	n/a	1
268.7575	5	1	Control Right	n/a	n/a	1
285.54625	5	1	Control Left	n/a	n/a	1
302.39875	5	1	Control Right	n/a	n/a	1
319.14625	5	1	Control Right	n/a	n/a	1
335.9775	5	1	Control Left	n/a	n/a	1
353.1375	5	1	Control Left	n/a	n/a	1
