onset	duration	value	trial_type	response_correct	gaze_ok	include
30.61125	5	1	Covert Left	1	n/a	1
49.03875	5	1	Covert Left	1	n/a	1
68.125	5	1	Covert Right	1	n/a	1
87.36	5	1	Covert Right	1	n/a	1
105.645	5	1	Covert Right	1	n/a	1
123.41375	5	1	Covert Right	0	n/a	0
142.5475	5	1	Covert Left	1	n/a	1
161.23375	5	1	Covert Right	1	n/a	1
179.36875	5	1	Covert Left	1	n/a	1
198.90375	5	1	Covert Right	1	n/a	1
216.73875	5	1	Covert Left	1	n/a	1
235.3075	5	1	Covert Left	1	n/a	1
253.1425	5	1	Covert Right	1	n/a	1
272.31125	5	1	Covert Right	1	n/a	1
291.36375	5	1	Covert Left	1	n/a	1
309.215	5	1	Covert Right	1	n/a	1
328.2	5	1	Covert Right	1	n/a	1
346.1675	5	1	Covert Left	1	n/a	1
364.97	5	1	Covert Right	1	n/a	1
384.1725	5	1	Covert Left	1	n/a	1
401.7575	5	1	Covert Left	1	n/a	1
420.26	5	1	Covert Right	1	n/a	1
438.6275	5	1	Covert Left	1	n/a	1
457.7475	5	1	Covert Left	1	n/a	1
477.63375	5	1	Covert Left	1	n/a	1
496.3675	5	1	Covert Right	1	n/a	1
514.11875	5	1	Covert Right	1	n/a	1
531.52	5	1	Covert Right	1	n/a	1
549.9725	5	1	Covert Left	1	n/a	1
569.375	5	1	Covert Left	1	n/a	1
