onset	duration	value	trial_type	response_correct	gaze_ok	include
7.86375	5	1	Covert Left	1	0	0
25.6425	5	1	Covert Left	1	0	0
45.18	5	1	Covert Left	1	1	1
64.1225	5	1	Covert Right	1	0	0
84.5875	5	1	Covert Right	1	0	0
102.4575	5	1	Covert Right	1	0	0
120.28375	5	1	Covert Left	1	1	1
140.12875	5	1	Covert Left	1	1	1
159.63875	5	1	Covert Left	1	1	1
178.6225	5	1	Covert Left	1	1	1
197.9725	5	1	Covert Left	1	1	1
217.32	5	1	Covert Left	1	1	1
236.3375	5	1	Covert Right	1	0	0
256.135	5	1	Covert Left	1	1	1
273.96125	5	1	Covert Right	1	1	1
293.92	5	1	Covert Right	1	1	1
311.51	5	1	Covert Left	1	1	1
331.71375	5	1	Covert Left	1	1	1
350.78	5	1	Covert Left	1	0	0
372.07375	5	1	Covert Right	1	0	0
390.89625	5	1	Covert Right	1	1	1
410.0875	5	1	Covert Left	1	0	0
428.78875	5	1	Covert Right	1	0	0
447.13875	5	1	Covert Right	1	0	0
465.55	5	1	Covert Left	1	1	1
483.41875	5	1	Covert Right	1	1	1
502.695	5	1	Covert Left	1	1	1
522.79375	5	1	Covert Left	1	1	1
543.05	5	1	Covert Right	1	1	1
563.5125	5	1	Covert Left	1	0	0
