onset	duration	value	trial_type	response_correct	gaze_ok	include
32.23875	5	1	Overtcontrol Right	1	1	1
67.35	5	1	Overtcontrol Right	1	1	1
104.675	5	1	Overtcontrol Left	1	1	1
140.1425	5	1	Overtcontrol Left	1	1	1
176.64625	5	1	Overtcontrol Left	1	1	1
211.76625	5	1	Overtcontrol Left	1	1	1
247.9975	5	1	Overtcontrol Right	1	1	1
284.0475	5	1	Overtcontrol Right	1	1	1
319.4175	5	1	Overtcontrol Left	1	1	1
358.30625	5	1	Overtcontrol Left	1	1	1
395.48125	5	1	Overtcontrol Right	1	1	1
431.88375	5	1	Overtcontrol Right	1	1	1
468.6225	5	1	Overtcontrol Left	1	1	1
506.8	5	1	Overtcontrol Left	1	1	1
544.21125	5	1	Overtcontrol Left	1	1	1
579.66625	5	1	Overtcontrol Left	1	1	1
614.95875	5	1	Overtcontrol Right	1	1	1
651.28125	5	1	Overtcontrol Left	1	1	1
689.02875	5	1	Overtcontrol Left	1	1	1
727.155	5	1	Overtcontrol Left	1	1	1
