onset	duration	value	trial_type	response_correct	gaze_ok	include
36.1725	5	1	Overtcontrol Right	1	1	1
72.6625	5	1	Overtcontrol Right	1	1	1
107.32125	5	1	Overtcontrol Right	1	1	1
141.97	5	1	Overtcontrol Right	1	1	1
178.19125	5	1	Overtcontrol Right	1	1	1
214.24375	5	1	Overtcontrol Right	1	1	1
250.72375	5	1	Overtcontrol Left	1	1	1
289.515	5	1	Overtcontrol Left	1	1	1
326.2175	5	1	Overtcontrol Left	1	1	1
362.2925	5	1	Overtcontrol Right	1	1	1
397.9175	5	1	Overtcontrol Left	1	1	1
434.46875	5	1	Overtcontrol Right	1	1	1
469.07125	5	1	Overtcontrol Left	1	1	1
504.53	5	1	Overtcontrol Right	1	1	1
539.89625	5	1	Overtcontrol Right	1	1	1
576.2725	5	1	Overtcontrol Left	1	1	1
611.305	5	1	Overtcontrol Right	1	1	1
649.01125	5	1	Overtcontrol Left	1	0	0
688.47875	5	1	Overtcontrol Left	1	1	1
725.93125	5	1	Overtcontrol Left	1	1	1
