onset	duration	value	trial_type	response_correct	gaze_ok	include
13.90375	5	1	Overt Right	1	1	1
33.385	5	1	Overt Right	1	1	1
52.90875	5	1	Overt Left	1	1	1
73.2125	5	1	Overt Right	1	1	1
92.89375	5	1	Overt Right	1	1	1
111.4125	5	1	Overt Left	1	1	1
131.9325	5	1	Overt Right	1	1	1
153.8475	5	1	Overt Right	1	1	1
173.74375	5	1	Overt Left	1	1	1
194.48	5	1	Overt Left	1	1	1
215.1825	5	1	Overt Right	1	1	1
239.10625	5	1	Overt Right	1	1	1
258.09375	5	1	Overt Left	1	1	1
277.98125	5	1	Overt Left	1	1	1
300.08625	5	1	Overt Left	1	1	1
320.365	5	1	Overt Right	1	1	1
340.3925	5	1	Overt Left	1	1	1
361.61375	5	1	Overt Right	1	1	1
382.44125	5	1	Overt Right	1	1	1
403.7075	5	1	Overt Left	1	0	0
424.50375	5	1	Overt Right	1	1	1
447.6675	5	1	Overt Right	1	1	1
467.71	5	1	Overt Right	1	1	1
486.0575	5	1	Overt Left	1	1	1
507.19375	5	1	Overt Right	1	1	1
527.1475	5	1	Overt Right	1	1	1
546.45	5	1	Overt Left	1	1	1
566.9075	5	1	Overt Right	1	1	1
587.2325	5	1	Overt Right	1	1	1
607.65375	5	1	Overt Left	1	1	1
