onset	duration	value	trial_type	response_correct	gaze_ok	include
33.7875	5	1	Overt Left	1	0	0
53.42375	5	1	Overt Left	1	0	0
74.995	5	1	Overt Left	1	1	1
93.7975	5	1	Overt Left	1	1	1
113.0	5	1	Overt Left	1	1	1
133.00375	5	1	Overt Right	1	1	1
153.7425	5	1	Overt Right	1	1	1
173.7275	5	1	Overt Right	1	1	1
193.7475	5	1	Overt Left	1	1	1
211.99875	5	1	Overt Right	1	1	1
234.255	5	1	Overt Right	1	1	1
254.24125	5	1	Overt Right	1	1	1
275.76125	5	1	Overt Right	1	1	1
296.75	5	1	Overt Left	1	1	1
317.40375	5	1	Overt Left	1	0	0
339.5425	5	1	Overt Left	1	1	1
359.69625	5	1	Overt Left	1	1	1
380.31625	5	1	Overt Right	1	1	1
399.035	5	1	Overt Left	1	1	1
419.63875	5	1	Overt Right	1	1	1
445.915	5	1	Overt Left	1	1	1
466.0525	5	1	Overt Right	1	1	1
485.1725	5	1	Overt Right	1	1	1
504.19	5	1	Overt Left	0	1	0
525.51125	5	1	Overt Left	1	1	1
545.89875	5	1	Overt Right	1	1	1
565.88625	5	1	Overt Right	1	1	1
584.67125	5	1	Overt Left	1	1	1
607.41	5	1	Overt Left	1	1	1
628.44875	5	1	Overt Left	1	1	1
