onset	duration	value	trial_type	response_correct	gaze_ok	include
15.20125	5	1	overtorient Left	1	1	1
51.7725	5	1	overtorient Left	1	1	1
86.57375	5	1	overtorient Right	1	1	1
122.10875	5	1	overtorient Right	1	1	1
160.06375	5	1	overtorient Right	1	1	1
195.51625	5	1	overtorient Left	1	1	1
234.05375	5	1	overtorient Left	1	1	1
271.725	5	1	overtorient Left	1	1	1
305.8925	5	1	overtorient Right	1	1	1
341.34375	5	1	overtorient Left	1	1	1
381.50125	5	1	overtorient Left	1	1	1
420.17375	5	1	overtorient Left	1	1	1
455.84125	5	1	overtorient Left	1	1	1
491.8275	5	1	overtorient Left	1	1	1
529.215	5	1	overtorient Right	1	1	1
565.985	5	1	overtorient Right	1	1	1
603.18875	5	1	overtorient Left	1	1	1
638.59	5	1	overtorient Right	1	1	1
673.6925	5	1	overtorient Right	1	1	1
710.02875	5	1	overtorient Left	1	1	1
