onset	duration	value	trial_type	response_correct	gaze_ok	include
24.2525	5	1	Covert Left	1	1	1
43.5475	5	1	Covert Right	1	1	1
63.1825	5	1	Covert Right	1	1	1
81.685	5	1	Covert Left	1	1	1
99.8375	5	1	Covert Right	1	1	1
118.655	5	1	Covert Right	1	1	1
138.30875	5	1	Covert Right	1	1	1
156.945	5	1	Covert Left	1	1	1
176.78	5	1	Covert Left	1	1	1
194.84875	5	1	Covert Right	1	1	1
214.41875	5	1	Covert Left	1	1	1
234.07125	5	1	Covert Right	1	1	1
254.5075	5	1	Covert Left	1	1	1
272.66	5	1	Covert Right	1	1	1
290.5275	5	1	Covert Left	1	1	1
310.5475	5	1	Covert Right	1	1	1
329.16625	5	1	Covert Left	1	1	1
348.535	5	1	Covert Left	1	1	1
366.92125	5	1	Covert Left	1	1	1
386.20625	5	1	Covert Right	1	1	1
404.8075	5	1	Covert Right	1	1	1
422.41	5	1	Covert Left	1	1	1
440.81125	5	1	Covert Left	1	1	1
460.6975	5	1	Covert Right	1	1	1
478.215	5	1	Covert Right	1	1	1
497.1175	5	1	Covert Right	1	1	1
516.06875	5	1	Covert Left	1	1	1
533.53625	5	1	Covert Right	1	1	1
550.97125	5	1	Covert Right	1	1	1
569.6725	5	1	Covert Left	1	1	1
