onset	duration	value	trial_type	response_correct	gaze_ok	include
32.0575	5	1	Overtcontrol Right	1	1	1
67.63375	5	1	Overtcontrol Right	1	1	1
104.1725	5	1	Overtcontrol Left	1	1	1
140.08625	5	1	Overtcontrol Left	1	1	1
175.1675	5	1	Overtcontrol Left	1	1	1
212.3125	5	1	Overtcontrol Left	1	1	1
247.5925	5	1	Overtcontrol Right	1	1	1
282.01625	5	1	Overtcontrol Left	1	1	1
317.72625	5	1	Overtcontrol Right	1	1	1
351.46375	5	1	Overtcontrol Right	1	1	1
387.09125	5	1	Overtcontrol Left	1	1	1
423.435	5	1	Overtcontrol Left	1	1	1
459.30625	5	1	Overtcontrol Left	1	1	1
494.645	5	1	Overtcontrol Left	1	1	1
530.1975	5	1	Overtcontrol Left	1	1	1
565.5175	5	1	Overtcontrol Right	1	1	1
601.7725	5	1	Overtcontrol Left	1	1	1
636.1875	5	1	Overtcontrol Left	1	1	1
670.96375	5	1	Overtcontrol Left	1	1	1
705.3	5	1	Overtcontrol Left	1	1	1
