onset	duration	value	trial_type	response_correct	gaze_ok	include
13.3975	5	1	overtorient Right	1	1	1
50.28375	5	1	overtorient Right	1	1	1
84.98625	5	1	overtorient Left	1	1	1
122.52375	5	1	overtorient Left	1	1	1
156.3575	5	1	overtorient Left	1	1	1
193.32625	5	1	overtorient Left	1	1	1
228.93	5	1	overtorient Right	1	1	1
264.53125	5	1	overtorient Left	1	1	1
298.9	5	1	overtorient Right	1	1	1
333.8675	5	1	overtorient Right	1	1	1
368.06875	5	1	overtorient Left	1	1	1
404.97125	5	1	overtorient Left	1	1	1
440.9575	5	1	overtorient Left	1	1	1
476.3925	5	1	overtorient Left	1	1	1
511.6275	5	1	overtorient Left	1	1	1
547.48	5	1	overtorient Right	1	1	1
582.76625	5	1	overtorient Left	1	1	1
618.835	5	1	overtorient Left	1	1	1
653.53625	5	1	overtorient Left	1	1	1
687.3875	5	1	overtorient Left	1	1	1
