onset	duration	value	trial_type	response_correct	gaze_ok	include
20.86625	5	1	Control Right	n/a	1	1
38.6425	5	1	Control Left	n/a	1	1
55.96125	5	1	Control Right	n/a	1	1
72.65	5	1	Control Right	n/a	1	1
90.1625	5	1	Control Right	n/a	1	1
107.4	5	1	Control Left	n/a	1	1
123.895	5	1	Control Left	n/a	1	1
141.30125	5	1	Control Left	n/a	1	1
158.53125	5	1	Control Left	n/a	1	1
175.38875	5	1	Control Left	n/a	1	1
193.28625	5	1	Control Left	n/a	1	1
210.145	5	1	Control Left	n/a	1	1
227.685	5	1	Control Right	n/a	1	1
244.415	5	1	Control Left	n/a	1	1
261.725	5	1	Control Right	n/a	1	1
278.685	5	1	Control Left	n/a	1	1
296.64	5	1	Control Left	n/a	1	1
313.5475	5	1	Control Left	n/a	1	1
330.01375	5	1	Control Right	n/a	1	1
347.83625	5	1	Control Right	n/a	1	1
