onset	duration	value	trial_type	response_correct	gaze_ok	include
19.12125	5	1	Covert Left	1	n/a	1
38.30875	5	1	Covert Left	1	n/a	1
56.24125	5	1	Covert Left	1	n/a	1
75.17625	5	1	Covert Left	1	n/a	1
92.6825	5	1	Covert Right	1	n/a	1
111.04625	5	1	Covert Left	1	n/a	1
129.315	5	1	Covert Right	1	n/a	1
149.1675	5	1	Covert Right	1	n/a	1
167.37625	5	1	Covert Left	1	n/a	1
186.27875	5	1	Covert Right	1	n/a	1
205.10875	5	1	Covert Left	1	n/a	1
222.8975	5	1	Covert Right	1	n/a	1
241.95375	5	1	Covert Left	1	n/a	1
260.665	5	1	Covert Left	1	n/a	1
278.76625	5	1	Covert Left	1	n/a	1
297.7025	5	1	Covert Left	1	n/a	1
315.47	5	1	Covert Right	1	n/a	1
333.03875	5	1	Covert Right	1	n/a	1
350.82625	5	1	Covert Right	1	n/a	1
369.64125	5	1	Covert Right	1	n/a	1
389.115	5	1	Covert Left	1	n/a	1
407.89625	5	1	Covert Left	1	n/a	1
426.23125	5	1	Covert Left	1	n/a	1
445.33375	5	1	Covert Left	1	n/a	1
465.7075	5	1	Covert Right	1	n/a	1
484.5575	5	1	Covert Right	1	n/a	1
503.24875	5	1	Covert Right	1	n/a	1
521.07875	5	1	Covert Left	1	n/a	1
538.94875	5	1	Covert Right	1	n/a	1
557.18	5	1	Covert Left	1	n/a	1
