onset	duration	value	trial_type	response_correct	gaze_ok	include
19.76125	5	1	Control Left	n/a	1	1
38.18875	5	1	Control Right	n/a	1	1
55.55625	5	1	Control Right	n/a	1	1
73.73625	5	1	Control Right	n/a	0	0
91.4075	5	1	Control Left	n/a	1	1
108.4925	5	1	Control Left	n/a	1	1
126.84875	5	1	Control Right	n/a	1	1
143.40375	5	1	Control Left	n/a	1	1
161.395	5	1	Control Left	n/a	1	1
178.3975	5	1	Control Left	n/a	1	1
195.30125	5	1	Control Right	n/a	1	1
212.1425	5	1	Control Left	n/a	0	0
228.715	5	1	Control Left	n/a	1	1
246.94625	5	1	Control Right	n/a	1	1
264.03625	5	1	Control Left	n/a	1	1
280.695	5	1	Control Left	n/a	1	1
297.24	5	1	Control Left	n/a	1	1
313.83375	5	1	Control Right	n/a	1	1
330.83625	5	1	Control Right	n/a	1	1
349.025	5	1	Control Left	n/a	1	1
