onset	duration	value	trial_type	response_correct	gaze_ok	include
18.42875	5	1	Covert Right	1	n/a	1
36.69	5	1	Covert Right	1	n/a	1
54.825	5	1	Covert Right	1	n/a	1
74.74625	5	1	Covert Left	1	n/a	1
92.8975	5	1	Covert Right	1	n/a	1
111.23125	5	1	Covert Right	1	n/a	1
129.58875	5	1	Covert Right	1	n/a	1
148.91	5	1	Covert Left	1	n/a	1
167.8425	5	1	Covert Right	1	n/a	1
185.62625	5	1	Covert Left	1	n/a	1
204.57625	5	1	Covert Right	1	n/a	1
223.115	5	1	Covert Left	1	n/a	1
240.9125	5	1	Covert Left	1	n/a	1
258.34625	5	1	Covert Right	1	n/a	1
276.55	5	1	Covert Left	1	n/a	1
294.26625	5	1	Covert Left	1	n/a	1
312.50125	5	1	Covert Left	1	n/a	1
330.695	5	1	Covert Left	1	n/a	1
350.1275	5	1	Covert Left	1	n/a	1
368.3575	5	1	Covert Left	1	n/a	1
387.31125	5	1	Covert Left	1	n/a	1
406.6125	5	1	Covert Left	1	n/a	1
425.45	5	1	Covert Left	1	n/a	1
443.75375	5	1	Covert Right	1	n/a	1
462.7575	5	1	Covert Left	1	n/a	1
482.1575	5	1	Covert Right	1	n/a	1
500.64125	5	1	Covert Right	1	n/a	1
518.73375	5	1	Covert Right	1	n/a	1
536.36125	5	1	Covert Left	1	n/a	1
555.44625	5	1	Covert Left	1	n/a	1
