onset	duration	value	trial_type	response_correct	gaze_ok	include
11.115	5	1	Overt Left	1	n/a	1
36.7575	5	1	Overt Left	1	n/a	1
58.88	5	1	Overt Left	1	n/a	1
80.0175	5	1	Overt Right	1	n/a	1
100.70375	5	1	Overt Left	1	n/a	1
122.89375	5	1	Overt Left	1	n/a	1
144.2975	5	1	Overt Left	1	n/a	1
168.12125	5	1	Overt Right	1	n/a	1
191.62875	5	1	Overt Right	1	n/a	1
213.73375	5	1	Overt Left	1	n/a	1
235.95625	5	1	Overt Left	1	n/a	1
257.9275	5	1	Overt Right	1	n/a	1
280.4	5	1	Overt Right	1	n/a	1
305.41	5	1	Overt Right	1	n/a	1
328.1475	5	1	Overt Left	1	n/a	1
351.38875	5	1	Overt Right	1	n/a	1
374.9125	5	1	Overt Left	1	n/a	1
399.28625	5	1	Overt Right	1	n/a	1
423.77625	5	1	Overt Right	1	n/a	1
446.73375	5	1	Overt Left	1	n/a	1
468.28875	5	1	Overt Right	1	n/a	1
490.04375	5	1	Overt Right	1	n/a	1
511.015	5	1	Overt Left	1	n/a	1
532.15125	5	1	Overt Right	1	n/a	1
554.62375	5	1	Overt Left	1	n/a	1
578.89875	5	1	Overt Right	1	n/a	1
603.62375	5	1	Overt Left	1	n/a	1
625.74625	5	1	Overt Right	1	n/a	1
647.16625	5	1	Overt Right	1	n/a	1
672.6925	5	1	Overt Left	1	n/a	1
