onset	duration	value	trial_type	response_correct	gaze_ok	include
17.51875	5	1	Covert Left	1	n/a	1
38.29875	5	1	Covert Right	1	n/a	1
58.3025	5	1	Covert Left	1	n/a	1
78.80625	5	1	Covert Left	1	n/a	1
99.34375	5	1	Covert Right	1	n/a	1
119.9975	5	1	Covert Left	1	n/a	1
141.71875	5	1	Covert Right	1	n/a	1
162.3725	5	1	Covert Right	1	n/a	1
183.07625	5	1	Covert Left	1	n/a	1
203.8475	5	1	Covert Left	1	n/a	1
223.43375	5	1	Covert Left	1	n/a	1
247.09	5	1	Covert Left	1	n/a	1
266.84375	5	1	Covert Right	1	n/a	1
286.93	5	1	Covert Left	1	n/a	1
306.85	5	1	Covert Left	1	n/a	1
328.455	5	1	Covert Left	0	n/a	0
353.18	5	1	Covert Right	1	n/a	1
373.11625	5	1	Covert Left	1	n/a	1
402.74625	5	1	Covert Left	1	n/a	1
424.48375	5	1	Covert Left	1	n/a	1
447.42375	5	1	Covert Right	1	n/a	1
467.845	5	1	Covert Left	1	n/a	1
487.9475	5	1	Covert Right	1	n/a	1
507.53375	5	1	Covert Left	1	n/a	1
527.72125	5	1	Covert Left	1	n/a	1
547.7075	5	1	Covert Left	1	n/a	1
567.76125	5	1	Covert Left	1	n/a	1
588.79875	5	1	Covert Right	1	n/a	1
613.20625	5	1	Covert Left	1	n/a	1
634.5275	5	1	Covert Left	1	n/a	1
