onset	duration	value	trial_type	response_correct	gaze_ok	include
19.6125	5	1	Control Right	n/a	n/a	1
37.42125	5	1	Control Right	n/a	n/a	1
55.06875	5	1	Control Left	n/a	n/a	1
72.04375	5	1	Control Right	n/a	n/a	1
88.795	5	1	Control Left	n/a	n/a	1
106.8625	5	1	Control Right	n/a	n/a	1
124.46375	5	1	Control Left	n/a	n/a	1
141.0975	5	1	Control Left	n/a	n/a	1
157.76	5	1	Control Right	n/a	n/a	1
175.775	5	1	Control Left	n/a	n/a	1
192.85375	5	1	Control Right	n/a	n/a	1
210.13375	5	1	Control Left	n/a	n/a	1
227.8675	5	1	Control Left	n/a	n/a	1
244.35125	5	1	Control Left	n/a	n/a	1
262.0575	5	1	Control Left	n/a	n/a	1
279.90375	5	1	Control Left	n/a	n/a	1
297.62	5	1	Control Right	n/a	n/a	1
314.75625	5	1	Control Left	n/a	n/a	1
332.18125	5	1	Control Left	n/a	n/a	1
350.52	5	1	Control Right	n/a	n/a	1
