onset	duration	value	trial_type	response_correct	gaze_ok	include
17.28625	5	1	Covert Right	1	1	1
36.61125	5	1	Covert Right	1	1	1
57.23625	5	1	Covert Left	1	1	1
77.8125	5	1	Covert Right	1	1	1
99.0925	5	1	Covert Right	1	1	1
118.595	5	1	Covert Right	1	1	1
137.83	5	1	Covert Right	1	1	1
157.5	5	1	Covert Left	1	1	1
178.505	5	1	Covert Right	1	1	1
202.25625	5	1	Covert Right	1	0	0
222.8575	5	1	Covert Left	1	1	1
243.7725	5	1	Covert Left	1	1	1
267.9125	5	1	Covert Right	1	1	1
286.38125	5	1	Covert Right	1	1	1
306.55125	5	1	Covert Right	1	1	1
327.94	5	1	Covert Right	1	1	1
349.2775	5	1	Covert Left	1	1	1
369.02375	5	1	Covert Left	1	1	1
389.06875	5	1	Covert Right	1	1	1
408.8375	5	1	Covert Left	1	0	0
429.575	5	1	Covert Left	1	1	1
450.14625	5	1	Covert Right	1	0	0
470.0675	5	1	Covert Right	1	1	1
489.22125	5	1	Covert Left	1	1	1
509.33875	5	1	Covert Right	1	0	0
532.26125	5	1	Covert Right	1	1	1
551.64875	5	1	Covert Right	1	1	1
573.1075	5	1	Covert Left	1	1	1
594.51125	5	1	Covert Left	1	0	0
614.01125	5	1	Covert Left	1	1	1
