onset	duration	value	trial_type	response_correct	gaze_ok	include
18.1875	5	1	Overt Right	1	1	1
40.03375	5	1	Overt Right	1	1	1
61.445	5	1	Overt Left	1	1	1
83.10875	5	1	Overt Right	1	1	1
103.07	5	1	Overt Right	1	1	1
126.58	5	1	Overt Left	1	1	1
146.4325	5	1	Overt Left	1	1	1
167.52	5	1	Overt Left	1	1	1
189.87875	5	1	Overt Right	1	1	1
211.13125	5	1	Overt Right	1	1	1
233.155	5	1	Overt Left	1	1	1
253.075	5	1	Overt Left	1	1	1
275.04875	5	1	Overt Left	1	1	1
295.8	5	1	Overt Left	1	1	1
317.52125	5	1	Overt Left	1	1	1
337.80125	5	1	Overt Left	1	1	1
357.395	5	1	Overt Left	1	1	1
379.88375	5	1	Overt Left	1	1	1
400.17	5	1	Overt Left	1	1	1
420.8475	5	1	Overt Left	1	1	1
442.51375	5	1	Overt Left	1	1	1
465.68875	5	1	Overt Right	1	1	1
486.34125	5	1	Overt Right	1	1	1
506.59875	5	1	Overt Left	1	1	1
527.50875	5	1	Overt Left	1	1	1
547.98875	5	1	Overt Left	1	1	1
567.74125	5	1	Overt Left	1	1	1
588.56875	5	1	Overt Left	1	1	1
610.78375	5	1	Overt Right	1	1	1
630.57125	5	1	Overt Right	1	1	1
