onset	duration	value	trial_type	response_correct	gaze_ok	include
16.93375	5	1	overtorient Left	1	1	1
51.68625	5	1	overtorient Right	1	1	1
89.05625	5	1	overtorient Right	1	1	1
124.725	5	1	overtorient Left	1	1	1
160.41125	5	1	overtorient Right	1	1	1
197.16375	5	1	overtorient Right	1	1	1
232.4325	5	1	overtorient Right	1	1	1
268.40125	5	1	overtorient Right	1	1	1
303.87	5	1	overtorient Left	1	1	1
341.6075	5	1	overtorient Right	1	0	0
377.19375	5	1	overtorient Left	1	1	1
413.94625	5	1	overtorient Right	1	1	1
449.4825	5	1	overtorient Right	1	1	1
486.78625	5	1	overtorient Left	1	1	1
523.84	5	1	overtorient Right	1	1	1
558.95875	5	1	overtorient Right	1	1	1
594.96125	5	1	overtorient Left	1	1	1
630.99625	5	1	overtorient Left	1	1	1
666.81625	5	1	overtorient Left	1	1	1
702.4525	5	1	overtorient Right	1	1	1
