onset	duration	value	trial_type	response_correct	gaze_ok	include
9.78375	5	1	Overt Left	1	1	1
31.96	5	1	Overt Left	1	1	1
54.09	5	1	Overt Right	1	1	1
75.0125	5	1	Overt Right	1	1	1
97.35	5	1	Overt Right	1	1	1
118.54375	5	1	Overt Left	1	1	1
138.50875	5	1	Overt Left	1	1	1
160.7575	5	1	Overt Right	1	1	1
181.62	5	1	Overt Right	1	1	1
200.9225	5	1	Overt Right	1	1	1
221.82625	5	1	Overt Right	1	1	1
241.2625	5	1	Overt Left	1	1	1
263.5675	5	1	Overt Right	1	1	1
285.63375	5	1	Overt Right	1	1	1
306.87	5	1	Overt Left	1	1	1
330.47375	5	1	Overt Right	1	1	1
353.3925	5	1	Overt Right	1	1	1
375.7975	5	1	Overt Left	1	0	0
395.23375	5	1	Overt Left	1	1	1
415.54125	5	1	Overt Right	1	1	1
435.8425	5	1	Overt Right	1	1	1
456.23375	5	1	Overt Right	1	1	1
480.2125	5	1	Overt Right	1	1	1
501.60875	5	1	Overt Right	1	1	1
523.18875	5	1	Overt Left	1	1	1
544.3275	5	1	Overt Left	1	1	1
567.525	5	1	Overt Right	1	1	1
591.14875	5	1	Overt Left	1	0	0
613.27375	5	1	Overt Left	1	1	1
633.75	5	1	Overt Left	1	0	0
