onset	duration	value	trial_type	response_correct	gaze_ok	include
18.6325	5	1	Control Left	n/a	1	1
35.785	5	1	Control Left	n/a	1	1
54.055	5	1	Control Left	n/a	1	1
71.47625	5	1	Control Left	n/a	1	1
88.92125	5	1	Control Right	n/a	1	1
107.175	5	1	Control Left	n/a	1	1
124.28375	5	1	Control Left	n/a	1	1
141.6575	5	1	Control Left	n/a	1	1
158.6625	5	1	Control Left	n/a	1	1
176.6575	5	1	Control Right	n/a	1	1
194.16875	5	1	Control Left	n/a	0	0
211.91125	5	1	Control Left	n/a	1	1
229.88375	5	1	Control Left	n/a	0	0
248.24625	5	1	Control Right	n/a	1	1
264.85	5	1	Control Right	n/a	1	1
282.46875	5	1	Control Left	n/a	1	1
300.84375	5	1	Control Right	n/a	1	1
318.825	5	1	Control Left	n/a	1	1
336.01875	5	1	Control Right	n/a	1	1
352.61375	5	1	Control Right	n/a	1	1
