onset	duration	value	trial_type	response_correct	gaze_ok	include
17.08375	5	1	Control Right	n/a	1	1
33.88875	5	1	Control Right	n/a	1	1
52.25625	5	1	Control Right	n/a	1	1
69.68625	5	1	Control Right	n/a	1	1
86.23	5	1	Control Left	n/a	1	1
102.88375	5	1	Control Right	n/a	1	1
120.3225	5	1	Control Right	n/a	1	1
137.5	5	1	Control Right	n/a	1	1
155.40875	5	1	Control Left	n/a	1	1
173.36	5	1	Control Left	n/a	1	1
189.92875	5	1	Control Right	n/a	1	1
206.52625	5	1	Control Right	n/a	1	1
223.40875	5	1	Control Right	n/a	1	1
240.16375	5	1	Control Right	n/a	1	1
258.51375	5	1	Control Left	n/a	1	1
275.79125	5	1	Control Right	n/a	1	1
292.445	5	1	Control Right	n/a	1	1
309.73	5	1	Control Right	n/a	1	1
327.6175	5	1	Control Right	n/a	1	1
344.98	5	1	Control Right	n/a	1	1
