onset	duration	value	trial_type
268.615	10	1	Covert Left
405.90625	10	1	Covert Left
423.83625	10	1	Covert Right
459.87625	10	1	Covert Right
477.52375	10	1	Covert Left
496.49125	10	1	Covert Right
515.41125	10	1	Covert Right
535.2475	10	1	Covert Left
552.60125	10	1	Covert Right
572.205	10	1	Covert Left
