onset	duration	value	trial_type	response_correct	gaze_ok	include
46.61125	5	1	Overtcontrol Left	1	1	1
82.6975	5	1	Overtcontrol Left	1	1	1
118.6725	5	1	Overtcontrol Right	1	1	1
154.6875	5	1	Overtcontrol Right	1	1	1
192.58125	5	1	Overtcontrol Right	1	1	1
229.005	5	1	Overtcontrol Right	1	1	1
265.82	5	1	Overtcontrol Left	1	1	1
301.79625	5	1	Overtcontrol Left	1	1	1
336.6475	5	1	Overtcontrol Left	1	1	1
372.5925	5	1	Overtcontrol Right	1	1	1
409.745	5	1	Overtcontrol Left	1	1	1
446.48625	5	1	Overtcontrol Right	1	1	1
482.80625	5	1	Overtcontrol Right	1	1	1
516.73125	5	1	Overtcontrol Right	1	1	1
552.0925	5	1	Overtcontrol Left	1	1	1
587.39375	5	1	Overtcontrol Left	1	1	1
622.93	5	1	Overtcontrol Right	1	1	1
660.72875	5	1	Overtcontrol Left	1	1	1
696.9625	5	1	Overtcontrol Left	1	1	1
733.59875	5	1	Overtcontrol Left	1	1	1
